Date,Namespace,CpuCost,GpuCost,RamCost,PvCost,NetworkCost,SharedCost,TotalCost
15_12_2022-15:40:53,kube-system,1.7786141064265004,0,0.3693853718844414,0.0,0,0,2.147999478310942
15_12_2022-15:40:53,kubecost,0.32292797917532096,0,0.05167282616589865,0.16561599999999999,0,0,0.5402168053412195
